image	contrast	colorfulness	spatial_freq	texture	spiky_stubby	curvature	size	contrast_proc	colorfulness_proc	spatial_freq_proc	texture_proc	spiky_stubby_proc	curvature_proc	size_proc
airbag_05s	100.16180419921875	12.330362207259359	251.96005605263107	27.205969433472966	1.0678559005818369	47.64347826086956	262.8513513513514	0.9996169609683226	0.05454475811085149	0.41954265139617725	0.25621480828896465	0.004634772283295668	0.7217987512927567	0.7468303520128701
airbag_06s	62.306793212890625	18.888030937636476	1031.5684408390314	41.04632143615863	2.0956579125490733	49.37777777777777	262.8513513513514	0.7004251733251619	0.12693913509786647	0.7701382770904355	0.491400773738844	0.0866817328685793	0.7626307120695599	0.7468303520128701
airbag_07s	77.79118347167969	26.04774078968099	172.35625550256114	23.135084447634373	2.9633748852554977	42.98461538461538	262.8513513513514	0.9499751024629409	0.2331558585819895	0.3245872754433677	0.18416516643045927	0.5000191519515839	0.5969854828206994	0.7468303520128701
airbag_08s	68.28301239013672	17.613673004072506	99.22977000772461	22.463946421862868	2.413066464450116	48.562962962962956	262.8513513513514	0.8315394338683112	0.11111962308959283	0.2104799479066917	0.17271229938330715	0.10790209522350327	0.7436319760983644	0.7468303520128701
airbag_09s	83.23255157470703	22.51890743331551	45.037403060927744	27.750899815565354	1.2521948491720776	46.12	262.8513513513514	0.979928754740108	0.17677251311908684	0.0969471789175317	0.2663653426284138	0.0186923047458536	0.6828819856743402	0.7468303520128701
airbag_10s	73.82292175292969	17.043315403438218	382.87245766534807	38.19006946507216	1.092978667957261	51.562962962962956	262.8513513513514	0.9129735320029111	0.10441644003523959	0.5280193051671965	0.44673842264526753	0.00632014402267591	0.8079442295169877	0.7468303520128701
airbag_11s	74.7281723022461	14.83142743780389	260.88397444683585	33.174136808432266	1.1151586208776973	49.39999999999999	262.8513513513514	0.921591910215651	0.07894434442869729	0.42896541157543955	0.36427011912513885	0.008350250890565748	0.7634542459876661	0.7468303520128701
airbag_12s	64.49659729003906	18.861735111796825	33.590414945793604	18.701021058340505	1.023418472271939	56.822222222222216	262.8513513513514	0.7529398245681235	0.12667100777569235	0.06768299689738384	0.11269008311946987	0.0017236756425479756	0.8983414409928372	0.7468303520128701
aircraft_carrier_01b	62.69770431518555	12.554237266858232	541.3025874362332	84.23435875698046	2.9633748852554977	18.385714285714286		0.7097713256980887	0.0565365610755736	0.618837859577891	0.8690389550695216	0.5000191519515839	0.12567510629333128	0.4996552648714904
aircraft_carrier_02s	77.7127456665039	29.214651343956483	15517.09819273324	171.82684139098157	2.067122041291462	21.715384615384608		0.9491707204964186	0.28517255908377065	0.9982763243574521	0.9926456505917953	0.08465162600068947	0.1680200712452599	0.4996552648714904
aircraft_carrier_03s	67.70635223388672	17.93561656525757	1413.014543536094	63.84153195503689	2.9131226996100725	25.19259259259259		0.8214272034320297	0.11491170950319837	0.8316160416746466	0.7481901405753246	0.13360401424905197	0.21120772206687863	0.4996552648714904
aircraft_carrier_04s	68.02344512939453	31.86419682097615	519.6923520550681	68.04603598552647	2.9633748852554977	21.849999999999994		0.8270578771976864	0.33171180143256596	0.6086107174321064	0.7797142528823687	0.5000191519515839	0.169724594936224	0.4996552648714904
aircraft_carrier_05s	71.1173324584961	9.723901266432703	903.4793066214747	69.9927484757381	2.477061414240273	23.676923076923075		0.8784234113456161	0.03336269965909526	0.741103918489294	0.7923545409277205	0.11142605431493469	0.19084919753322863	0.4996552648714904
aircraft_carrier_06s	47.557716369628906	27.134689409157012	566.8503128695731	50.455392128954564	2.9633748852554977	21.792307692307688		0.2999961696096832	0.2503926150074693	0.6306354617535527	0.6181866932240395	0.5000191519515839	0.1691117324855403	0.4996552648714904
aircraft_carrier_07s	47.066627502441406	24.570719134209547	3774.6747577092865	68.21787726862696	2.9633748852554977	20.992857142857133		0.2886199103688666	0.2088711839736469	0.9545332669399011	0.7807101543647298	0.5000191519515839	0.1586739188723331	0.4996552648714904
aircraft_carrier_08s	24.74288558959961	14.699892362229441	369.60316718298594	26.652690315629542	4.3544281901749535	31.013793103448272		0.020109549163059716	0.07764201172099437	0.5191327996322825	0.2469452637223733	0.9073811621404221	0.303328609185276	0.4996552648714904
aircraft_carrier_09s	61.84804916381836	26.968828068999333	1203.3279889511618	59.87433157225745	7.297758521596887	26.639999999999993		0.6891638257938484	0.24683035201287012	0.8008580074309573	0.7157467345922549	0.9453786340828131	0.23235147661546712	0.4996552648714904
aircraft_carrier_10s	48.199012756347656	26.620399023053032	913.397821371787	65.52391434690094	16.332746754262473	17.599999999999994		0.31485808403876353	0.24158271727889072	0.7437851917110354	0.7611368598460183	0.9767878346803539	0.11646301758149155	0.4996552648714904
aircraft_carrier_11s	75.11267852783203	30.53887706292518	1669.8373478034362	48.233479846261	3.239543071747126	17.56153846153846		0.9267246332401272	0.30773355804956526	0.8604588807599495	0.590876010265446	0.875435706898533	0.11594591488872716	0.4996552648714904
aircraft_carrier_12s	71.10941314697266	7.436550519650365	1705.688653125	86.48519595762936	11.077944430784362	17.117241379310343		0.8783468035392806	0.01811774619833761	0.8636381047228713	0.8781935879266097	0.9649136246983567	0.11023863331673497	0.4996552648714904
airplane_01b	32.47588348388672	46.09356396204429	299.9180858847436	34.41110740884359	4.5478912506548905	29.199999999999996	410.468085106383	0.0637759987742751	0.5777760753820814	0.4653541195847857	0.3845711878040372	0.9112881602635309	0.2714597617497223	0.9978741333741908
airplane_02n	59.58020782470703	63.070331016522886	781.9636641015783	63.34916959943097	2.300772661273595	27.558333333333337	410.468085106383	0.6269582870494503	0.786991994484238	0.709158463247405	0.7447427892902286	0.09993488336461485	0.2452981958861608	0.9978741333741908
airplane_03n	65.13031005859375	52.17055417066112	487.66409510524363	37.697403174400726	5.382426118089689	29.377777777777773	410.468085106383	0.7670356609338491	0.6626575248017773	0.5922549507794844	0.4382349561420309	0.9265714176274562	0.2741410349714636	0.9978741333741908
airplane_04n	63.727577209472656	24.19260938861291	295.34330323887144	30.45293108548108	1.5171148228597113	30.44615384615384	410.468085106383	0.7345922549507795	0.20178496188761635	0.4616003370743479	0.31531773087677634	0.04198107787183514	0.29279503581414945	0.9978741333741908
airplane_05n	46.43482208251953	28.12527587221894	1281.791311410215	34.42797482545353	2.393659618597685	32.37777777777777	410.468085106383	0.27345156471444443	0.26686329336959436	0.8137664227984832	0.3848010112230436	0.10656145861263262	0.32834105795380547	0.9978741333741908
airplane_06n	63.730899810791016	39.38129680138016	849.3998687221524	41.548842968355274	1.6431724705237178	33.07999999999999	410.468085106383	0.734668862757115	0.4677289615811851	0.7278507679932585	0.4988317309533841	0.05320412149998085	0.34105795380549275	0.9978741333741908
airplane_07n	40.94097137451172	43.09957299950871	84.38153657054546	13.688719675071024	8.112007520633945	37.921428571428564	410.468085106383	0.16597081242578618	0.5313517447427893	0.18190523614356302	0.0471904087026468	0.9510476117516375	0.45648676600145555	0.9978741333741908
airplane_08n	45.25338363647461	37.289338769708685	266.55579790048574	30.865991238176818	1.9576177097022696	27.772413793103432	410.468085106383	0.2482092925269085	0.4297314896387942	0.4339066150840771	0.32343815834833567	0.07656950243229785	0.24886045888075994	0.9978741333741908
airplane_09n	33.69890594482422	11.077281850837151	249.38929279511487	17.834871097635453	2.376920443360295	32.224999999999994	410.468085106383	0.07400314092005976	0.04362814570804765	0.41686137817443597	0.09997318726778259	0.10525912590492971	0.324970314475045	0.9978741333741908
airplane_10n	22.937522888183594	7.390673331462448	261.2291951912367	38.78490204169637	1.565620987611479	26.959999999999994	410.468085106383	0.014249051978396599	0.01765809936032482	0.4292718428007814	0.4563527023403685	0.046309418929788945	0.23717776841460145	0.9978741333741908
airplane_11n	44.227779388427734	33.53474356750156	164.4938024679101	20.781563374479088	2.119736640636962	25.785185185185178	410.468085106383	0.2260313325927912	0.3612824146780557	0.3135174474278929	0.14513348910253954	0.08809897728578542	0.21932814953843796	0.9978741333741908
airplane_12n	23.17464828491211	34.62421722652297	286.0868233035278	11.21343582129227	2.6977571196694705	28.4076923076923	410.468085106383	0.014785306622744857	0.38173669896962503	0.45317347837744665	0.02485923315585858	0.12276400965258359	0.2587620178496189	0.9978741333741908
alligator_01b	60.871158599853516	31.025519661552664	1634.4360610374117	130.95772839464524	1.7054418535294227	44.676923076923075	311.5217391304348	0.6628490443176159	0.3167349752939825	0.8573945685065308	0.9726893170414065	0.05791550158961198	0.6441950434749301	0.9141418010495269
alligator_02s	67.1074447631836	25.277918669801558	1904.7269090501807	106.35074166917717	2.9633748852554977	35.11851851851851	311.5217391304348	0.8105105910292258	0.22070709005247635	0.8808365572451833	0.9359941778067185	0.5000191519515839	0.38715670126785917	0.9141418010495269
alligator_03n	50.98633575439453	19.337236840889968	3784.3632241281266	127.13801523700312	2.5248432362162574	39.24285714285715	311.5217391304348	0.38878461715248785	0.13310606350787146	0.9548013942620753	0.9688589267246333	0.11437545485885012	0.490826215191328	0.9141418010495269
alligator_04s	61.9647102355957	34.0325019154656	308.0615687720129	53.282212635981566	3.0375016365234626	31.676923076923075	311.5217391304348	0.6920749224345961	0.37070517485731797	0.47255525338031945	0.649519286015245	0.8676600145554832	0.3153943386831118	0.9141418010495269
alligator_05s	49.483097076416016	29.787114569301025	607.527801901318	69.34937152246773	2.9633748852554977	40.474999999999994	311.5217391304348	0.34959972421189717	0.29467192706936834	0.6486766001455548	0.7883326310951085	0.5000191519515839	0.5252039682843682	0.9141418010495269
alligator_06s	45.226478576660156	50.70152790604901	378.94933056212795	70.29997696525534	3.4376735092864132	39.699999999999996	311.5217391304348	0.24778794959206343	0.643773700540085	0.5255678553644616	0.7941165204734363	0.8820622821465507	0.5021258666258092	0.9141418010495269
alligator_07s	46.067955017089844	39.913627869426314	1064.197922132222	61.247189919993346	2.9633748852554977	45.959999999999994	311.5217391304348	0.26559926456505917	0.47780288811429883	0.7768414601447887	0.727199601639407	0.5000191519515839	0.6787260121806412	0.9141418010495269
alligator_08s	59.91965103149414	32.965225216163475	1256.1839623901465	72.11972534790091	4.905999326863747	39.19259259259259	311.5217391304348	0.6357681847780289	0.3507488413069292	0.8091699544183553	0.8057992109395947	0.9181828628337227	0.48923660320986706	0.9141418010495269
alligator_09s	40.83126449584961	30.22030573601316	1383.0276247615905	122.40325618666621	4.4289929704103335	40.53103448275861	311.5217391304348	0.16485999923392194	0.30256253112192133	0.8279005630673766	0.9625004787987896	0.9087984065576282	0.5273298349101774	0.9141418010495269
alligator_10s	60.877044677734375	25.81024676073784	241.42159099744455	75.9354144715232	2.9633748852554977	41.879999999999995	311.5217391304348	0.6629639560271192	0.2292871643620485	0.40747692189834145	0.8289730723560731	0.5000191519515839	0.5658635614969165	0.9141418010495269
alligator_11s	41.764984130859375	33.33915058835551	84.52696346789081	41.88479731205318	2.9633748852554977	36.01666666666666	311.5217391304348	0.17937717853449267	0.35772015168345656	0.18217336346573715	0.5042325813000345	0.5000191519515839	0.4074577699467576	0.9141418010495269
alligator_12s	52.69181442260742	21.654245491777296	755.5454094930232	64.37999981604762	2.893932306132991	40.4076923076923	311.5217391304348	0.43490251656643814	0.16463017581491554	0.7005783889378328	0.7531313440839622	0.13253150496035546	0.5236143563029073	0.9141418010495269
aloe_01b	48.06535339355469	36.11118908815117	317.0332624683333	51.85493734391105	4.6609401495566125	41.028571428571425	218.921875	0.3118320756885127	0.40851112728387023	0.4798712988853564	0.6341594208449841	0.9138162178726013	0.541291607614816	0.3634082813038649
aloe_02s	72.48444366455078	25.875299587652616	601.8476883445728	41.91225014852371	9.403555207517622	38.71999999999999	218.921875	0.8962730302217796	0.2302447619412418	0.6462634542459876	0.5046156203317118	0.957865706515494	0.4766920749224346	0.3634082813038649
aloe_03n	58.38068389892578	29.006675180269404	396.43057791905824	58.703527255766176	2.9633748852554977	36.88571428571427	218.921875	0.5940935381315356	0.28226146244302297	0.5369441146052782	0.7043704753514383	0.5000191519515839	0.42986555329988124	0.3634082813038649
aloe_04s	53.738922119140625	38.190935233390015	8071.924282188511	149.21601721065306	14.634914658634537	39.90434782608695	218.921875	0.46508599226261155	0.4471214616769449	0.9889301719845253	0.9843337036043973	0.9739533458459417	0.5089439613896656	0.3634082813038649
aloe_05s	52.315704345703125	35.29162688261739	1214.4005344484276	67.3744024581396	5.97422299614796	40.52592592592591	218.921875	0.42452215880798255	0.3932661738231126	0.8029647221051825	0.7745049220515571	0.9335810319071514	0.5267935802658291	0.3634082813038649
aloe_06s	46.27486801147461	60.88614166231024	21.306691025393036	16.56535220690837	2.9633748852554977	36.77241379310343	218.921875	0.269927605623013	0.7642394760026047	0.035967365074501094	0.08239169571379323	0.5000191519515839	0.426743785191711	0.3634082813038649
aloe_07s	74.8947525024414	52.70270613782639	101.88633641670148	35.58691866508324	13.58034944762203	45.33076923076923	218.921875	0.9238135365993795	0.6694756195656337	0.21576588654383883	0.40299536522771673	0.9717317194622132	0.6617765350289194	0.3634082813038649
aloe_08n	63.6905632019043	38.86274501363417	585.2013197126543	81.59133611356096	3.9293822806252403	39.70714285714285	218.921875	0.7337495690810893	0.4588041521431034	0.6394453594821312	0.8579691270540468	0.8973838434136439	0.5023365380932318	0.3634082813038649
aloe_09s	53.94737243652344	41.07358776369784	2631.657853200469	113.72518434555997	2.9633748852554977	35.15555555555555	218.921875	0.47125292067261654	0.49699314360133295	0.9218983414409928	0.9495920634312637	0.5000191519515839	0.38780786762171066	0.3634082813038649
aloe_10s	59.64271545410156	54.345719369103264	433.83667982471155	60.15696721936328	2.9633748852554977	31.44615384615384	218.921875	0.6284521392729919	0.689355345309687	0.5606925345692726	0.7181598804918221	0.5000191519515839	0.31114260543149347	0.3634082813038649
aloe_11n	48.104888916015625	27.90799888620164	7571.067440036321	124.84205160929349	2.4782227694090384	48.26666666666666	218.921875	0.31282797717087374	0.26303290305282107	0.9873597119546482	0.9659095261807178	0.11154096602443789	0.7364882981575822	0.3634082813038649
aloe_12n	58.555999755859375	34.32347641932172	6812.8880061804975	140.78678211549618	2.9633748852554977	37.703448275862065	218.921875	0.5984601830926571	0.3764890642356456	0.9837974489600491	0.9794308039989275	0.5000191519515839	0.44999425441452484	0.3634082813038649
altar_01b	62.19576644897461	75.24921937270089	264.07665929915356	34.63940282394162	5.170668629100086	12.671428571428564	304.4054054054054	0.6976289883939173	0.8788064503772934	0.43168498870034855	0.38786532347646224	0.9228559390201861	0.05259125904929712	0.8964070938828667
altar_02s	46.44902038574219	27.18998995460939	52.44425362036649	26.215665860944185	1.5117641217954338	22.255172413793105	304.4054054054054	0.2737579959397863	0.2516949477151722	0.11475849389052745	0.23905465966982037	0.041521431033822345	0.17332516183399088	0.8964070938828667
altar_03s	69.89104461669922	37.47717834213712	479.446263873115	72.59861626751875	1.40215498187605	31.488888888888873	304.4054054054054	0.8594246753744207	0.4337533994714061	0.5879649136246984	0.808633699774007	0.03156241621021182	0.3120235952043513	0.8964070938828667
altar_04s	60.44302749633789	35.741275421517805	60.634405097409804	21.026500276716725	4.0787846083599675	11.859259259259247	304.4054054054054	0.650361971884935	0.4011950817788333	0.13379553376489065	0.14969165357949976	0.9010227142145785	0.04301528325736392	0.8964070938828667
altar_05s	35.230499267578125	40.411397900572155	76.83084296727276	28.241487047657127	2.7440027179298436	16.039999999999992	304.4054054054054	0.0893630060903206	0.4863063546175355	0.16723484123032137	0.27517524035699237	0.12525376335848623	0.09756004136821542	0.8964070938828667
altar_06s	42.370849609375	41.13188425360472	17.25617384956314	15.28083254270766	2.9633748852554977	18.599999999999994	304.4054054054054	0.18991075190561918	0.4982188685027004	0.02528057609070364	0.06511663538514574	0.5000191519515839	0.12850959512774351	0.8964070938828667
altar_07s	66.21281433105469	60.335668692975474	675.5424209884739	52.201555376387624	1.923713186167085	14.86666666666666	304.4054054054054	0.7924694526372237	0.7585704983337802	0.6739954801394262	0.6374535565174091	0.07450109166124028	0.08223848010112231	0.8964070938828667
altar_08s	52.57490158081055	45.78733880146241	628.6472240601311	65.72511964711556	1.9175787231397723	22.207142857142856	304.4054054054054	0.4316466847971808	0.573102999195618	0.6567970276171142	0.7625158003600567	0.07396483701689202	0.17294212280231355	0.8964070938828667
altar_09s	53.23804473876953	52.172591441674314	655.1647549211114	40.42969206654092	1.8907753532818077	25.561538461538454	304.4054054054054	0.4505688129620408	0.662695828704945	0.6666794346343893	0.48109702378672387	0.07197303405216991	0.2157084306890872	0.8964070938828667
altar_10s	61.53178024291992	62.852425649677826	232.64917892279104	45.7196356716291	4.503391441101589	8.849999999999994	304.4054054054054	0.6809284866127858	0.7849235837131804	0.3986287202665952	0.5589688589267247	0.9105603861033439	0.017140996667560426	0.8964070938828667
altar_11n	47.8072624206543	28.227180673463014	202.38977521362864	38.37118915395123	3.4153909561940647	23.9103448275862	304.4054054054054	0.3050905887309917	0.26893170414065193	0.36365725667445514	0.44980273489868616	0.8812579001800284	0.194239092963573	0.8964070938828667
altar_12s	51.40602111816406	48.68850889707005	327.3442334346276	46.81962739750016	2.9633748852554977	21.599999999999994	304.4054054054054	0.39954801394262074	0.6150457731642854	0.4881832458727544	0.5726816562607729	0.5000191519515839	0.16662197877963764	0.8964070938828667
aluminum_foil_01b	46.927101135253906	25.87454338589862	760.3703467241432	43.102021621828264	1.2729023642394324	33.42758620689655		0.2852108629869384	0.23020645803807407	0.7021488489677098	0.5227716704332172	0.020262764775730645	0.3482782395526104	0.4996552648714904
aluminum_foil_02s	57.578407287597656	14.313137430843199	73.59626690534678	21.63932590354162	2.338218491826332	54.22962962962962		0.5714559313594055	0.0732370628567051	0.16125943233615506	0.1595740605967748	0.10227142145784655	0.8573371126517793	0.4996552648714904
aluminum_foil_03s	35.89304733276367	11.606232207859076	218.2603444147136	19.054226894762923	4.835916955017301	47.081481481481475		0.09729191404604129	0.04776496725016279	0.3819665223886314	0.1182058451756234	0.917148657448194	0.7068602290573409	0.4996552648714904
aluminum_foil_04s	68.37937927246094	26.541613132764624	126.59850898578809	30.704554894116384	1.6722710309438653	17.19259259259259		0.8331098938981882	0.24035699237752328	0.2585130424790286	0.31960776803156243	0.05557896349638028	0.1113111426054315	0.4996552648714904
aluminum_foil_05s	58.45103073120117	11.240921777754032	327.89289067445617	27.81980641474805	2.9633748852554977	52.32413793103447		0.595893821580419	0.04504539012525376	0.48852798100126404	0.26743785191711034	0.5000191519515839	0.8220592178342974	0.4996552648714904
aluminum_foil_06s	63.724727630615234	30.689265258368636	225.2145200359463	29.82778232420827	2.9633748852554977	43.849999999999994		0.7345156471444441	0.3103382234649711	0.39031677327919717	0.3042095989581338	0.5000191519515839	0.6211552457195388	0.4996552648714904
aluminum_foil_07s	54.082130432128906	25.00249717145324	159.11586325408302	19.334932665340652	1.537718527979564	26.366666666666667		0.47470027195771247	0.21626383728501936	0.30555023556900446	0.12337687210326732	0.04362814570804765	0.22733366530049412	0.4996552648714904
aluminum_foil_08s	59.18978500366211	3.499610429926012	1007.8510227363049	55.23797992948496	2.9482244571021723	51.8		0.615965066840311	0.0038303903167732794	0.7652353774849657	0.6719653732715364	0.13505956256942583	0.8116980120274256	0.4996552648714904
aluminum_foil_09s	61.040672302246094	139.81283954436384	344.7022167642355	29.14905643998389	1.7428874215374588	23.159999999999997		0.6674455126977439	0.9978166775194393	0.5012065729497835	0.29091814455893056	0.06063507871452101	0.18422262228521086	0.4996552648714904
aluminum_foil_10s	46.41348648071289	40.143617166661954	347.83837945533435	26.742283423462574	2.9633748852554977	55.08275862068965		0.2728770061669284	0.48167158233423985	0.5038495422683571	0.24847741984908261	0.5000191519515839	0.8732140805148044	0.4996552648714904
aluminum_foil_11s	70.99082946777344	13.365701520514097	176.3966201714523	21.377036981286434	2.9633748852554977	42.638461538461534		0.8762783927682231	0.06350787145210098	0.3307542038533727	0.1553606312483242	0.5000191519515839	0.5877159382541081	0.4996552648714904
aluminum_foil_12s	52.30135726928711	54.37236189756112	50.70970380872619	19.25852998529762	2.9633748852554977	45.081481481481475		0.4239859041636343	0.6898915999540353	0.1105067606389091	0.12215114720189987	0.5000191519515839	0.6551116558777339	0.4996552648714904
anchor_01b	57.264183044433594	16.276373843262768	839.2647004054467	74.2121465982062	642.1861702127662	39.04444444444444	290.468085106383	0.5637568468226912	0.09541502279082238	0.7254376220936913	0.8190523614356303	0.9996169609683226	0.48601907534377753	0.8594055234228368
anchor_02s	79.17814636230469	42.454797790106156	768.9050584641327	56.020339255687276	51.75807832227689	31.4076923076923	290.468085106383	0.9593212548358677	0.5204734362431532	0.7048301221894511	0.6795495460987475	0.9934117286551499	0.3104339832228904	0.8594055234228368
anchor_03n	83.32010650634766	14.270263214250733	907.5263234538419	29.498857116894136	281.65978260869565	34.426086956521736	290.468085106383	0.9804267054812885	0.07266250430918911	0.7420998199716551	0.29765963151645153	0.9987742750986326	0.3709733021794921	0.8594055234228368
anchor_04s	76.99817657470703	47.87996293170609	9350.536752499365	124.20262141272424	5.3050247009880405	29.220689655172407	290.468085106383	0.9438847818592715	0.6043206802773202	0.9924924349791244	0.9651051442141955	0.9253456927260888	0.271651281265561	0.8594055234228368
anchor_05s	68.9775161743164	19.828386235401354	2178.6527654320994	93.38650479817024	2.9633748852554977	39.426086956521736	290.468085106383	0.8442180258168307	0.13869843337036045	0.8989543034435209	0.9014057532462558	0.5000191519515839	0.49618876163481057	0.8594055234228368
anchor_06s	63.99944305419922	36.81008907483503	471.9368964199279	60.5205839500579	61.35536441828884	29.859259259259254	290.468085106383	0.7417933887463133	0.420730072394377	0.5839046998889187	0.7211475849389053	0.994407630137511	0.2827402612326196	0.8594055234228368
anchor_07n	47.58127212524414	20.455818504129923	75.63065196228735	16.24533395048914	20.90055220883534	28.82727272727272	290.468085106383	0.3004175125445283	0.14777645842111312	0.16470678362125102	0.07787183514000076	0.9827249396713525	0.2656375684682269	0.8594055234228368
anchor_08s	59.340576171875	37.659364977644685	5646.376099189776	101.09153968386151	6.193228541280065	37.199999999999996	290.468085106383	0.6198720649634197	0.4373156624660053	0.977209177615199	0.9240050561152181	0.9355345309687058	0.43794767686827285	0.8594055234228368
anchor_09s	76.49634552001953	34.116342117461876	6344.882509410519	92.38608957198038	2.9633748852554977	26.75999999999999	290.468085106383	0.9391734017696404	0.37258206611253686	0.98107787183514	0.8978817941548244	0.5000191519515839	0.23417091201593443	0.8594055234228368
anchor_10s	66.97775268554688	75.08066083920855	6489.592510928707	122.2811783462622	108.94172494172489	39.8	290.468085106383	0.8082889646454974	0.8773509020569196	0.9821503811238366	0.9624238709924541	0.9966292565212395	0.5055349140077374	0.8594055234228368
anchor_11n	69.94721984863281	23.669981754212642	647.610451593041	40.191531869947866	22.105548469387763	34.75384615384615	290.468085106383	0.8601524495346076	0.1941241812540698	0.6630405638334547	0.476921898341441	0.983644233347378	0.378729842570958	0.8594055234228368
anchor_12s	48.99954605102539	27.910034957003543	877.33029624071	64.79004894328358	2.9633748852554977	33.561538461538454	290.468085106383	0.3361167502968552	0.26310951085915657	0.7345539510476118	0.7561956563373807	0.5000191519515839	0.351208488144942	0.8594055234228368
anklet_01b	28.181577682495117	39.778152572624066	197.93741709275153	28.840933465029725	4.656271866399217	46.599999999999994	185.4358974358974	0.03608227678400429	0.4750450070862221	0.35787336729612745	0.2854789903091125	0.913701306163098	0.6944689163825793	0.16959053127513693
anklet_02s	39.752647399902344	51.39637892244532	1262.768583926474	50.5489551633641	1.8242096548869455	42.71999999999999	185.4358974358974	0.14819780135595817	0.6525835982686635	0.8100126402880453	0.619259202512736	0.06718504615620331	0.5898801087830849	0.16959053127513693
