filename,face,body_part,symbol,icon,numerosity,human,monkey
bean_10s,0,0,0,0,1,,
bean_11s,0,0,0,0,1,,
bean_12s,0,0,0,0,1,,
bear_01b,1,1,0,0,0,0,0
bear_02s,1,1,0,0,0,0,0
bear_03s,1,1,0,0,0,0,0
bear_04s,1,1,0,0,0,0,0
bear_05s,1,1,0,0,0,0,0
bear_06n,1,1,0,0,0,0,0
bear_07s,0,1,0,0,0,0,0
bear_08s,1,1,0,0,0,0,0
bear_09s,1,1,0,0,0,0,0
bear_10s,1,1,0,0,0,0,0
bear_11s,1,1,0,0,0,0,0
bear_12s,1,1,0,0,0,0,0
beaver_01b,1,1,0,0,0,0,0
beaver_02s,1,1,0,0,0,0,0
beaver_03s,1,1,0,0,0,0,0
beaver_04s,1,1,0,0,0,0,0
beaver_05s,1,1,0,0,0,0,0
beaver_06s,1,1,0,0,0,0,0
beaver_07s,1,1,0,0,0,0,0
beaver_08s,1,1,0,0,0,0,0
beaver_09s,1,1,0,0,0,0,0
beaver_10s,1,1,0,0,0,0,0
beaver_11n,1,1,0,0,0,0,0
beaver_12s,1,1,0,0,0,0,0
bed_01b,0,0,0,0,1,,
bed_02s,0,0,0,0,0,,
bed_03s,0,0,0,0,0,,
bed_04s,0,0,0,0,1,,
bed_05n,0,0,0,0,0,,
bed_06n,0,0,0,0,0,,
bed_07n,0,0,0,0,0,,
bed_08s,0,0,0,0,0,,
bed_09n,0,0,1,0,0,,
bed_10s,0,0,0,0,0,,
bed_11n,0,0,0,0,0,,
bed_12s,0,0,0,1,0,,
bee_01b,0,0,0,0,0,,
bee_02s,0,0,0,0,0,,
bee_03s,0,0,0,0,0,,
bee_04s,0,0,0,0,0,,
bee_05s,0,0,0,0,1,,
bee_06s,0,0,0,0,0,,
bee_07s,0,0,0,0,1,,
bee_08s,0,0,0,0,0,,
bee_09s,0,0,0,0,0,,
bee_10s,0,0,0,0,0,,
bee_11s,0,0,0,0,1,,
bee_12s,0,0,0,0,0,,
beer_01s,0,0,0,0,1,,
beer_02s,0,0,0,0,1,,
beer_03s,0,0,1,1,0,,
beer_04s,0,0,0,0,0,,
beer_05s,0,0,0,0,0,,
beer_06s,0,0,0,0,0,,
beer_07s,0,0,0,0,0,,
beer_08s,0,0,0,0,1,,
beer_09s,0,0,0,0,1,,
beer_10s,0,0,0,0,0,,
beer_11s,0,0,0,0,0,,
beer_12s,0,0,0,0,1,,
beet_01b,0,0,0,0,1,,
beet_02s,0,0,0,0,1,,
beet_03s,0,0,0,0,1,,
beet_04s,0,0,0,0,1,,
beet_05s,0,0,0,0,1,,
beet_06s,0,0,0,0,1,,
beet_07s,0,0,0,0,1,,
beet_08s,0,0,0,0,1,,
beet_09s,0,0,0,0,1,,
beet_10s,0,0,0,0,1,,
beet_11s,0,0,0,0,1,,
beet_12s,0,0,0,0,1,,
beetle_01b,0,0,0,0,0,,
beetle_02n,0,0,0,0,0,,
beetle_03s,0,0,0,0,0,,
beetle_04s,0,0,0,0,0,,
beetle_05n,0,0,0,0,0,,
beetle_06s,0,0,0,0,0,,
beetle_07n,0,0,0,0,0,,
beetle_08n,0,0,0,0,0,,
beetle_09s,0,0,0,0,0,,
beetle_10s,0,0,0,0,0,,
beetle_11s,0,0,0,0,0,,
beetle_12s,0,0,0,0,0,,
bell_01b,0,0,0,0,0,,
bell_02s,0,0,0,0,0,,
bell_03s,0,0,1,0,0,,
bell_04s,0,0,0,0,0,,
bell_05n,0,0,0,0,0,,
bell_06s,0,0,1,0,0,,
bell_07s,0,0,1,0,0,,
bell_08s,0,0,1,0,0,,
bell_09n,0,0,1,0,0,,
bell_10s,0,0,0,1,1,,
bell_11s,0,0,1,0,0,,
bell_12s,0,0,1,0,0,,
bench_01b,0,0,0,0,0,,
bench_02s,0,0,0,0,0,,
bench_03s,0,0,0,0,0,,
bench_04s,0,0,0,0,0,,
bench_05s,0,0,0,0,0,,
bench_06s,0,0,0,0,0,,
bench_07s,0,0,0,0,0,,
bench_08s,0,0,0,0,0,,
bench_09s,0,0,0,0,0,,
bench_10s,0,0,0,0,0,,
bench_11s,0,0,0,0,0,,
bench_12s,0,0,0,0,0,,
bib_01n,0,0,1,0,0,,
bib_02s,0,0,0,1,0,,
bib_03s,0,0,0,1,0,,
bib_04s,0,0,0,1,0,,
bib_05s,0,0,1,0,0,,
bib_06s,0,0,0,1,0,,
bib_07s,0,0,1,1,0,,
bib_08s,0,0,0,0,0,,
bib_09s,0,0,0,1,0,,
bib_10n,0,0,0,1,0,,
bib_11s,0,0,0,1,0,,
bib_12s,0,0,0,1,0,,
bike_01b,0,0,1,1,0,,
bike_02s,0,0,0,1,0,,
bike_03s,0,0,1,0,0,,
bike_04s,0,0,1,0,0,,
bike_05s,0,0,0,0,1,,
bike_06s,0,0,0,0,0,,
bike_07s,0,0,1,0,0,,
bike_08s,0,0,1,0,0,,
bike_09s,0,0,1,0,0,,
bike_10s,0,0,0,0,0,,
bike_11s,0,0,0,0,0,,
bike_12n,0,0,0,0,0,,
binoculars_01s,0,0,0,0,0,,
binoculars_02s,0,0,1,0,0,,
binoculars_03s,0,0,1,0,0,,
binoculars_04s,0,0,1,0,0,,
binoculars_05s,0,0,1,0,0,,
binoculars_06s,0,0,0,0,0,,
binoculars_07s,0,0,0,0,0,,
binoculars_08s,0,0,0,0,0,,
binoculars_09s,0,0,1,0,0,,
binoculars_10s,0,0,1,0,0,,
binoculars_11n,0,0,0,1,0,,
binoculars_12s,0,0,0,0,0,,
bird_01b,0,0,0,0,0,,
bird_02s,0,0,0,0,0,,
bird_03s,0,0,0,0,0,,
bird_04s,0,0,0,0,0,,
bird_05s,0,0,0,0,0,,
bird_06s,0,0,0,0,0,,
bird_07s,0,0,0,0,0,,
bird_08s,0,0,0,0,0,,
bird_09s,0,0,0,0,0,,
bird_10s,0,0,0,0,0,,
bird_11s,0,0,0,0,0,,
bird_12s,0,0,0,0,0,,
birdcage_01b,0,0,0,0,1,,
birdcage_02s,0,0,0,1,0,,
birdcage_03s,0,0,0,0,0,,
birdcage_04s,0,0,0,0,0,,
birdcage_05s,0,0,0,0,0,,
birdcage_06s,0,0,0,0,0,,
birdcage_07s,0,0,1,0,0,,
birdcage_08s,0,0,0,0,0,,
birdcage_09s,0,0,0,0,0,,
birdcage_10s,0,0,1,0,0,,
birdcage_11s,0,0,0,0,0,,
birdcage_12s,0,0,0,0,0,,
birdhouse_01b,0,0,0,0,0,,
birdhouse_02s,0,0,0,0,0,,
birdhouse_03s,0,0,0,0,0,,
birdhouse_04s,0,0,0,0,0,,
birdhouse_05s,0,0,0,0,0,,
birdhouse_06s,0,0,0,0,0,,
birdhouse_07s,0,0,0,1,0,,
birdhouse_08s,0,0,0,0,0,,
birdhouse_09s,0,0,0,0,0,,
birdhouse_10s,0,0,0,0,0,,
birdhouse_11s,0,0,0,0,0,,
birdhouse_12s,0,0,0,0,0,,
bison_01b,0,1,0,0,0,0,0
bison_02s,1,1,0,0,0,0,0
bison_03n,0,1,0,0,0,0,0
bison_04n,1,1,0,0,0,0,0
bison_05s,1,1,0,0,0,0,0
bison_06s,1,1,0,0,0,0,0
bison_07n,1,1,0,0,0,0,0
bison_08s,1,1,0,0,0,0,0
bison_09s,1,1,0,0,0,0,0
bison_10s,1,1,0,0,0,0,0
bison_11s,1,1,0,0,0,0,0
bison_12s,1,1,0,0,0,0,0
blackberry_01b,0,0,0,0,1,,
blackberry_02n,0,0,0,0,1,,
blackberry_03s,0,0,0,0,1,,
blackberry_04s,0,0,0,0,1,,
blackberry_05s,0,0,0,0,1,,
blackberry_06s,0,0,0,0,1,,
blackberry_07s,0,0,0,0,1,,
blackberry_08s,0,0,0,0,1,,
blackberry_09n,0,0,0,0,1,,
blackberry_10s,0,0,0,0,1,,
blackberry_11s,0,0,0,0,1,,
blackberry_12s,0,0,0,0,1,,
blanket_01b,0,0,0,1,0,,
blanket_02s,0,0,0,1,0,,
blanket_03s,0,0,0,0,0,,
blanket_04s,0,0,0,0,1,,
blanket_05s,0,0,0,0,0,,
blanket_06s,0,0,0,0,0,,
blanket_07s,0,0,0,0,0,,
blanket_08s,0,0,0,0,0,,
blanket_09s,0,0,0,0,0,,
blanket_10s,0,0,0,0,0,,
blanket_11n,0,0,0,0,0,,
blanket_12s,0,0,0,1,0,,
blazer_01b,0,0,1,0,0,,
blazer_02s,0,0,0,0,0,,
blazer_03s,0,0,0,0,0,,
blazer_04s,0,0,0,0,0,,
blazer_05s,0,0,0,0,0,,
blazer_06s,0,0,0,0,0,,
blazer_07s,0,0,0,0,0,,
blazer_08s,0,0,0,0,0,,
blazer_09s,0,0,0,0,0,,
blazer_10s,0,1,0,0,0,1,0
blazer_11s,0,0,1,0,0,,
blazer_12s,0,1,0,0,0,1,0
blender_01b,0,0,0,0,0,,
blender_02s,0,0,1,0,0,,
blender_03s,0,0,1,1,0,,
blender_04s,0,0,1,0,0,,
blender_05s,0,0,1,0,0,,
